"P","G","Ca","L","offshore_conflict_payoff","surf_conflict_payoff","surf_accept_payoff","fight_minus_accept","offshore_implements","surf_prefers_fight"
0.3,1,2,6,20.7,6.5,4,2.5,TRUE,TRUE
0.3,1,3,1,20.7,7,9,-2,TRUE,FALSE
0.3,1,3,2,20.7,6.7,8,-1.3,TRUE,FALSE
0.3,1,3,3,20.7,6.4,7,-0.600000000000001,TRUE,FALSE
0.3,1,3,4,20.7,6.1,6,0.0999999999999996,TRUE,TRUE
0.3,1,3,5,20.7,5.8,5,0.8,TRUE,TRUE
0.3,1,3,6,20.7,5.5,4,1.5,TRUE,TRUE
0.3,1,4,1,20.7,6,9,-3,TRUE,FALSE
0.3,1,4,2,20.7,5.7,8,-2.3,TRUE,FALSE
0.3,1,4,3,20.7,5.4,7,-1.6,TRUE,FALSE
0.3,1,4,4,20.7,5.1,6,-0.9,TRUE,FALSE
0.3,1,4,5,20.7,4.8,5,-0.200000000000001,TRUE,FALSE
0.3,1,4,6,20.7,4.5,4,0.499999999999999,TRUE,TRUE
0.3,1,5,1,20.7,5,9,-4,TRUE,FALSE
0.3,1,5,2,20.7,4.7,8,-3.3,TRUE,FALSE
0.3,1,5,3,20.7,4.4,7,-2.6,TRUE,FALSE
0.3,1,5,4,20.7,4.1,6,-1.9,TRUE,FALSE
0.3,1,5,5,20.7,3.8,5,-1.2,TRUE,FALSE
0.3,1,5,6,20.7,3.5,4,-0.5,TRUE,FALSE
0.3,1,6,1,20.7,4,9,-5,TRUE,FALSE
0.3,1,6,2,20.7,3.7,8,-4.3,TRUE,FALSE
0.3,1,6,3,20.7,3.4,7,-3.6,TRUE,FALSE
0.3,1,6,4,20.7,3.1,6,-2.9,TRUE,FALSE
0.3,1,6,5,20.7,2.8,5,-2.2,TRUE,FALSE
0.3,1,6,6,20.7,2.5,4,-1.5,TRUE,FALSE
0.3,2,0,1,20.4,10.3,9,1.3,TRUE,TRUE
0.3,2,0,2,20.4,10,8,2,TRUE,TRUE
0.3,2,0,3,20.4,9.7,7,2.7,TRUE,TRUE
0.3,2,0,4,20.4,9.4,6,3.4,TRUE,TRUE
0.3,2,0,5,20.4,9.1,5,4.1,TRUE,TRUE
0.3,2,0,6,20.4,8.8,4,4.8,TRUE,TRUE
0.3,2,1,1,20.4,9.3,9,0.300000000000001,TRUE,TRUE
0.3,2,1,2,20.4,9,8,1,TRUE,TRUE
0.3,2,1,3,20.4,8.7,7,1.7,TRUE,TRUE
0.3,2,1,4,20.4,8.4,6,2.4,TRUE,TRUE
0.3,2,1,5,20.4,8.1,5,3.1,TRUE,TRUE
0.3,2,1,6,20.4,7.8,4,3.8,TRUE,TRUE
0.3,2,2,1,20.4,8.3,9,-0.699999999999999,TRUE,FALSE
0.3,2,2,2,20.4,8,8,0,TRUE,TRUE
0.3,2,2,3,20.4,7.7,7,0.7,TRUE,TRUE
0.3,2,2,4,20.4,7.4,6,1.4,TRUE,TRUE
0.3,2,2,5,20.4,7.1,5,2.1,TRUE,TRUE
0.3,2,2,6,20.4,6.8,4,2.8,TRUE,TRUE
0.3,2,3,1,20.4,7.3,9,-1.7,TRUE,FALSE
0.3,2,3,2,20.4,7,8,-1,TRUE,FALSE
0.3,2,3,3,20.4,6.7,7,-0.300000000000001,TRUE,FALSE
0.3,2,3,4,20.4,6.4,6,0.399999999999999,TRUE,TRUE
0.3,2,3,5,20.4,6.1,5,1.1,TRUE,TRUE
0.3,2,3,6,20.4,5.8,4,1.8,TRUE,TRUE
0.3,2,4,1,20.4,6.3,9,-2.7,TRUE,FALSE
0.3,2,4,2,20.4,6,8,-2,TRUE,FALSE
0.3,2,4,3,20.4,5.7,7,-1.3,TRUE,FALSE
0.3,2,4,4,20.4,5.4,6,-0.600000000000001,TRUE,FALSE
0.3,2,4,5,20.4,5.1,5,0.0999999999999996,TRUE,TRUE
0.3,2,4,6,20.4,4.8,4,0.799999999999999,TRUE,TRUE
0.3,2,5,1,20.4,5.3,9,-3.7,TRUE,FALSE
0.3,2,5,2,20.4,5,8,-3,TRUE,FALSE
0.3,2,5,3,20.4,4.7,7,-2.3,TRUE,FALSE
0.3,2,5,4,20.4,4.4,6,-1.6,TRUE,FALSE
0.3,2,5,5,20.4,4.1,5,-0.9,TRUE,FALSE
0.3,2,5,6,20.4,3.8,4,-0.2,TRUE,FALSE
0.3,2,6,1,20.4,4.3,9,-4.7,TRUE,FALSE
0.3,2,6,2,20.4,4,8,-4,TRUE,FALSE
0.3,2,6,3,20.4,3.7,7,-3.3,TRUE,FALSE
0.3,2,6,4,20.4,3.4,6,-2.6,TRUE,FALSE
0.3,2,6,5,20.4,3.1,5,-1.9,TRUE,FALSE
0.3,2,6,6,20.4,2.8,4,-1.2,TRUE,FALSE
0.3,3,0,1,20.1,10.6,9,1.6,TRUE,TRUE
0.3,3,0,2,20.1,10.3,8,2.3,TRUE,TRUE
0.3,3,0,3,20.1,10,7,3,TRUE,TRUE
0.3,3,0,4,20.1,9.7,6,3.7,TRUE,TRUE
0.3,3,0,5,20.1,9.4,5,4.4,TRUE,TRUE
0.3,3,0,6,20.1,9.1,4,5.1,TRUE,TRUE
0.3,3,1,1,20.1,9.6,9,0.600000000000001,TRUE,TRUE
0.3,3,1,2,20.1,9.3,8,1.3,TRUE,TRUE
0.3,3,1,3,20.1,9,7,2,TRUE,TRUE
0.3,3,1,4,20.1,8.7,6,2.7,TRUE,TRUE
0.3,3,1,5,20.1,8.4,5,3.4,TRUE,TRUE
0.3,3,1,6,20.1,8.1,4,4.1,TRUE,TRUE
0.3,3,2,1,20.1,8.6,9,-0.4,TRUE,FALSE
0.3,3,2,2,20.1,8.3,8,0.300000000000001,TRUE,TRUE
0.3,3,2,3,20.1,8,7,1,TRUE,TRUE
0.3,3,2,4,20.1,7.7,6,1.7,TRUE,TRUE
0.3,3,2,5,20.1,7.4,5,2.4,TRUE,TRUE
0.3,3,2,6,20.1,7.1,4,3.1,TRUE,TRUE
0.3,3,3,1,20.1,7.6,9,-1.4,TRUE,FALSE
0.3,3,3,2,20.1,7.3,8,-0.7,TRUE,FALSE
0.3,3,3,3,20.1,7,7,0,TRUE,TRUE
0.3,3,3,4,20.1,6.7,6,0.699999999999999,TRUE,TRUE
0.3,3,3,5,20.1,6.4,5,1.4,TRUE,TRUE
0.3,3,3,6,20.1,6.1,4,2.1,TRUE,TRUE
0.3,3,4,1,20.1,6.6,9,-2.4,TRUE,FALSE
0.3,3,4,2,20.1,6.3,8,-1.7,TRUE,FALSE
0.3,3,4,3,20.1,6,7,-1,TRUE,FALSE
0.3,3,4,4,20.1,5.7,6,-0.300000000000001,TRUE,FALSE
0.3,3,4,5,20.1,5.4,5,0.399999999999999,TRUE,TRUE
0.3,3,4,6,20.1,5.1,4,1.1,TRUE,TRUE
0.3,3,5,1,20.1,5.6,9,-3.4,TRUE,FALSE
0.3,3,5,2,20.1,5.3,8,-2.7,TRUE,FALSE
0.3,3,5,3,20.1,5,7,-2,TRUE,FALSE
0.3,3,5,4,20.1,4.7,6,-1.3,TRUE,FALSE
0.3,3,5,5,20.1,4.4,5,-0.6,TRUE,FALSE
0.3,3,5,6,20.1,4.1,4,0.0999999999999996,TRUE,TRUE
0.3,3,6,1,20.1,4.6,9,-4.4,TRUE,FALSE
0.3,3,6,2,20.1,4.3,8,-3.7,TRUE,FALSE
0.3,3,6,3,20.1,4,7,-3,TRUE,FALSE
0.3,3,6,4,20.1,3.7,6,-2.3,TRUE,FALSE
0.3,3,6,5,20.1,3.4,5,-1.6,TRUE,FALSE
0.3,3,6,6,20.1,3.1,4,-0.9,TRUE,FALSE
0.3,4,0,1,19.8,10.9,9,1.9,TRUE,TRUE
0.3,4,0,2,19.8,10.6,8,2.6,TRUE,TRUE
0.3,4,0,3,19.8,10.3,7,3.3,TRUE,TRUE
0.3,4,0,4,19.8,10,6,4,TRUE,TRUE
0.3,4,0,5,19.8,9.7,5,4.7,TRUE,TRUE
0.3,4,0,6,19.8,9.4,4,5.4,TRUE,TRUE
0.3,4,1,1,19.8,9.9,9,0.9,TRUE,TRUE
0.3,4,1,2,19.8,9.6,8,1.6,TRUE,TRUE
0.3,4,1,3,19.8,9.3,7,2.3,TRUE,TRUE
0.3,4,1,4,19.8,9,6,3,TRUE,TRUE
0.3,4,1,5,19.8,8.7,5,3.7,TRUE,TRUE
0.3,4,1,6,19.8,8.4,4,4.4,TRUE,TRUE
0.3,4,2,1,19.8,8.9,9,-0.0999999999999996,TRUE,FALSE
0.3,4,2,2,19.8,8.6,8,0.6,TRUE,TRUE
0.3,4,2,3,19.8,8.3,7,1.3,TRUE,TRUE
0.3,4,2,4,19.8,8,6,2,TRUE,TRUE
0.3,4,2,5,19.8,7.7,5,2.7,TRUE,TRUE
0.3,4,2,6,19.8,7.4,4,3.4,TRUE,TRUE
0.3,4,3,1,19.8,7.9,9,-1.1,TRUE,FALSE
0.3,4,3,2,19.8,7.6,8,-0.4,TRUE,FALSE
0.3,4,3,3,19.8,7.3,7,0.3,TRUE,TRUE
0.3,4,3,4,19.8,7,6,1,TRUE,TRUE
0.3,4,3,5,19.8,6.7,5,1.7,TRUE,TRUE
0.3,4,3,6,19.8,6.4,4,2.4,TRUE,TRUE
0.3,4,4,1,19.8,6.9,9,-2.1,TRUE,FALSE
0.3,4,4,2,19.8,6.6,8,-1.4,TRUE,FALSE
0.3,4,4,3,19.8,6.3,7,-0.7,TRUE,FALSE
0.3,4,4,4,19.8,6,6,0,TRUE,TRUE
0.3,4,4,5,19.8,5.7,5,0.699999999999999,TRUE,TRUE
0.3,4,4,6,19.8,5.4,4,1.4,TRUE,TRUE
0.3,4,5,1,19.8,5.9,9,-3.1,TRUE,FALSE
0.3,4,5,2,19.8,5.6,8,-2.4,TRUE,FALSE
0.3,4,5,3,19.8,5.3,7,-1.7,TRUE,FALSE
0.3,4,5,4,19.8,5,6,-1,TRUE,FALSE
0.3,4,5,5,19.8,4.7,5,-0.3,TRUE,FALSE
0.3,4,5,6,19.8,4.4,4,0.4,TRUE,TRUE
0.3,4,6,1,19.8,4.9,9,-4.1,TRUE,FALSE
0.3,4,6,2,19.8,4.6,8,-3.4,TRUE,FALSE
0.3,4,6,3,19.8,4.3,7,-2.7,TRUE,FALSE
0.3,4,6,4,19.8,4,6,-2,TRUE,FALSE
0.3,4,6,5,19.8,3.7,5,-1.3,TRUE,FALSE
0.3,4,6,6,19.8,3.4,4,-0.6,TRUE,FALSE
0.3,5,0,1,19.5,11.2,9,2.2,TRUE,TRUE
0.3,5,0,2,19.5,10.9,8,2.9,TRUE,TRUE
0.3,5,0,3,19.5,10.6,7,3.6,TRUE,TRUE
0.3,5,0,4,19.5,10.3,6,4.3,TRUE,TRUE
0.3,5,0,5,19.5,10,5,5,TRUE,TRUE
0.3,5,0,6,19.5,9.7,4,5.7,TRUE,TRUE
0.3,5,1,1,19.5,10.2,9,1.2,TRUE,TRUE
0.3,5,1,2,19.5,9.9,8,1.9,TRUE,TRUE
0.3,5,1,3,19.5,9.6,7,2.6,TRUE,TRUE
0.3,5,1,4,19.5,9.3,6,3.3,TRUE,TRUE
0.3,5,1,5,19.5,9,5,4,TRUE,TRUE
0.3,5,1,6,19.5,8.7,4,4.7,TRUE,TRUE
0.3,5,2,1,19.5,9.2,9,0.199999999999999,TRUE,TRUE
0.3,5,2,2,19.5,8.9,8,0.9,TRUE,TRUE
0.3,5,2,3,19.5,8.6,7,1.6,TRUE,TRUE
0.3,5,2,4,19.5,8.3,6,2.3,TRUE,TRUE
0.3,5,2,5,19.5,8,5,3,TRUE,TRUE
0.3,5,2,6,19.5,7.7,4,3.7,TRUE,TRUE
0.3,5,3,1,19.5,8.2,9,-0.800000000000001,TRUE,FALSE
0.3,5,3,2,19.5,7.9,8,-0.0999999999999996,TRUE,FALSE
0.3,5,3,3,19.5,7.6,7,0.6,TRUE,TRUE
0.3,5,3,4,19.5,7.3,6,1.3,TRUE,TRUE
0.3,5,3,5,19.5,7,5,2,TRUE,TRUE
0.3,5,3,6,19.5,6.7,4,2.7,TRUE,TRUE
0.3,5,4,1,19.5,7.2,9,-1.8,TRUE,FALSE
0.3,5,4,2,19.5,6.9,8,-1.1,TRUE,FALSE
0.3,5,4,3,19.5,6.6,7,-0.4,TRUE,FALSE
0.3,5,4,4,19.5,6.3,6,0.3,TRUE,TRUE
0.3,5,4,5,19.5,6,5,1,TRUE,TRUE
0.3,5,4,6,19.5,5.7,4,1.7,TRUE,TRUE
0.3,5,5,1,19.5,6.2,9,-2.8,TRUE,FALSE
0.3,5,5,2,19.5,5.9,8,-2.1,TRUE,FALSE
0.3,5,5,3,19.5,5.6,7,-1.4,TRUE,FALSE
0.3,5,5,4,19.5,5.3,6,-0.699999999999999,TRUE,FALSE
0.3,5,5,5,19.5,5,5,0,TRUE,TRUE
0.3,5,5,6,19.5,4.7,4,0.7,TRUE,TRUE
0.3,5,6,1,19.5,5.2,9,-3.8,TRUE,FALSE
0.3,5,6,2,19.5,4.9,8,-3.1,TRUE,FALSE
0.3,5,6,3,19.5,4.6,7,-2.4,TRUE,FALSE
0.3,5,6,4,19.5,4.3,6,-1.7,TRUE,FALSE
0.3,5,6,5,19.5,4,5,-1,TRUE,FALSE
0.3,5,6,6,19.5,3.7,4,-0.3,TRUE,FALSE
0.3,6,0,1,19.2,11.5,9,2.5,TRUE,TRUE
0.3,6,0,2,19.2,11.2,8,3.2,TRUE,TRUE
0.3,6,0,3,19.2,10.9,7,3.9,TRUE,TRUE
0.3,6,0,4,19.2,10.6,6,4.6,TRUE,TRUE
0.3,6,0,5,19.2,10.3,5,5.3,TRUE,TRUE
0.3,6,0,6,19.2,10,4,6,TRUE,TRUE
0.3,6,1,1,19.2,10.5,9,1.5,TRUE,TRUE
0.3,6,1,2,19.2,10.2,8,2.2,TRUE,TRUE
0.3,6,1,3,19.2,9.9,7,2.9,TRUE,TRUE
0.3,6,1,4,19.2,9.6,6,3.6,TRUE,TRUE
0.3,6,1,5,19.2,9.3,5,4.3,TRUE,TRUE
0.3,6,1,6,19.2,9,4,5,TRUE,TRUE
0.3,6,2,1,19.2,9.5,9,0.5,TRUE,TRUE
0.3,6,2,2,19.2,9.2,8,1.2,TRUE,TRUE
0.3,6,2,3,19.2,8.9,7,1.9,TRUE,TRUE
0.3,6,2,4,19.2,8.6,6,2.6,TRUE,TRUE
0.3,6,2,5,19.2,8.3,5,3.3,TRUE,TRUE
0.3,6,2,6,19.2,8,4,4,TRUE,TRUE
0.3,6,3,1,19.2,8.5,9,-0.5,TRUE,FALSE
0.3,6,3,2,19.2,8.2,8,0.199999999999999,TRUE,TRUE
0.3,6,3,3,19.2,7.9,7,0.9,TRUE,TRUE
0.3,6,3,4,19.2,7.6,6,1.6,TRUE,TRUE
0.3,6,3,5,19.2,7.3,5,2.3,TRUE,TRUE
0.3,6,3,6,19.2,7,4,3,TRUE,TRUE
0.3,6,4,1,19.2,7.5,9,-1.5,TRUE,FALSE
0.3,6,4,2,19.2,7.2,8,-0.800000000000001,TRUE,FALSE
0.3,6,4,3,19.2,6.9,7,-0.100000000000001,TRUE,FALSE
0.3,6,4,4,19.2,6.6,6,0.6,TRUE,TRUE
0.3,6,4,5,19.2,6.3,5,1.3,TRUE,TRUE
0.3,6,4,6,19.2,6,4,2,TRUE,TRUE
0.3,6,5,1,19.2,6.5,9,-2.5,TRUE,FALSE
0.3,6,5,2,19.2,6.2,8,-1.8,TRUE,FALSE
0.3,6,5,3,19.2,5.9,7,-1.1,TRUE,FALSE
0.3,6,5,4,19.2,5.6,6,-0.399999999999999,TRUE,FALSE
0.3,6,5,5,19.2,5.3,5,0.300000000000001,TRUE,TRUE
0.3,6,5,6,19.2,5,4,1,TRUE,TRUE
0.3,6,6,1,19.2,5.5,9,-3.5,TRUE,FALSE
0.3,6,6,2,19.2,5.2,8,-2.8,TRUE,FALSE
0.3,6,6,3,19.2,4.9,7,-2.1,TRUE,FALSE
0.3,6,6,4,19.2,4.6,6,-1.4,TRUE,FALSE
0.3,6,6,5,19.2,4.3,5,-0.7,TRUE,FALSE
0.3,6,6,6,19.2,4,4,0,TRUE,TRUE
0.3,7,0,1,18.9,11.8,9,2.8,TRUE,TRUE
0.3,7,0,2,18.9,11.5,8,3.5,TRUE,TRUE
0.3,7,0,3,18.9,11.2,7,4.2,TRUE,TRUE
0.3,7,0,4,18.9,10.9,6,4.9,TRUE,TRUE
0.3,7,0,5,18.9,10.6,5,5.6,TRUE,TRUE
0.3,7,0,6,18.9,10.3,4,6.3,TRUE,TRUE
0.3,7,1,1,18.9,10.8,9,1.8,TRUE,TRUE
0.3,7,1,2,18.9,10.5,8,2.5,TRUE,TRUE
0.3,7,1,3,18.9,10.2,7,3.2,TRUE,TRUE
0.3,7,1,4,18.9,9.9,6,3.9,TRUE,TRUE
0.3,7,1,5,18.9,9.6,5,4.6,TRUE,TRUE
0.3,7,1,6,18.9,9.3,4,5.3,TRUE,TRUE
0.3,7,2,1,18.9,9.8,9,0.800000000000001,TRUE,TRUE
0.3,7,2,2,18.9,9.5,8,1.5,TRUE,TRUE
0.3,7,2,3,18.9,9.2,7,2.2,TRUE,TRUE
0.3,7,2,4,18.9,8.9,6,2.9,TRUE,TRUE
0.3,7,2,5,18.9,8.6,5,3.6,TRUE,TRUE
0.3,7,2,6,18.9,8.3,4,4.3,TRUE,TRUE
0.3,7,3,1,18.9,8.8,9,-0.199999999999999,TRUE,FALSE
0.3,7,3,2,18.9,8.5,8,0.5,TRUE,TRUE
0.3,7,3,3,18.9,8.2,7,1.2,TRUE,TRUE
0.3,7,3,4,18.9,7.9,6,1.9,TRUE,TRUE
0.3,7,3,5,18.9,7.6,5,2.6,TRUE,TRUE
0.3,7,3,6,18.9,7.3,4,3.3,TRUE,TRUE
0.3,7,4,1,18.9,7.8,9,-1.2,TRUE,FALSE
0.3,7,4,2,18.9,7.5,8,-0.5,TRUE,FALSE
0.3,7,4,3,18.9,7.2,7,0.199999999999999,TRUE,TRUE
0.3,7,4,4,18.9,6.9,6,0.899999999999999,TRUE,TRUE
0.3,7,4,5,18.9,6.6,5,1.6,TRUE,TRUE
0.3,7,4,6,18.9,6.3,4,2.3,TRUE,TRUE
0.3,7,5,1,18.9,6.8,9,-2.2,TRUE,FALSE
0.3,7,5,2,18.9,6.5,8,-1.5,TRUE,FALSE
0.3,7,5,3,18.9,6.2,7,-0.8,TRUE,FALSE
0.3,7,5,4,18.9,5.9,6,-0.0999999999999996,TRUE,FALSE
0.3,7,5,5,18.9,5.6,5,0.600000000000001,TRUE,TRUE
0.3,7,5,6,18.9,5.3,4,1.3,TRUE,TRUE
0.3,7,6,1,18.9,5.8,9,-3.2,TRUE,FALSE
0.3,7,6,2,18.9,5.5,8,-2.5,TRUE,FALSE
0.3,7,6,3,18.9,5.2,7,-1.8,TRUE,FALSE
0.3,7,6,4,18.9,4.9,6,-1.1,TRUE,FALSE
0.3,7,6,5,18.9,4.6,5,-0.4,TRUE,FALSE
0.3,7,6,6,18.9,4.3,4,0.3,TRUE,TRUE
0.3,8,0,1,18.6,12.1,9,3.1,TRUE,TRUE
0.3,8,0,2,18.6,11.8,8,3.8,TRUE,TRUE
0.3,8,0,3,18.6,11.5,7,4.5,TRUE,TRUE
0.3,8,0,4,18.6,11.2,6,5.2,TRUE,TRUE
0.3,8,0,5,18.6,10.9,5,5.9,TRUE,TRUE
0.3,8,0,6,18.6,10.6,4,6.6,TRUE,TRUE
0.3,8,1,1,18.6,11.1,9,2.1,TRUE,TRUE
0.3,8,1,2,18.6,10.8,8,2.8,TRUE,TRUE
0.3,8,1,3,18.6,10.5,7,3.5,TRUE,TRUE
0.3,8,1,4,18.6,10.2,6,4.2,TRUE,TRUE
0.3,8,1,5,18.6,9.9,5,4.9,TRUE,TRUE
0.3,8,1,6,18.6,9.6,4,5.6,TRUE,TRUE
0.3,8,2,1,18.6,10.1,9,1.1,TRUE,TRUE
0.3,8,2,2,18.6,9.8,8,1.8,TRUE,TRUE
0.3,8,2,3,18.6,9.5,7,2.5,TRUE,TRUE
0.3,8,2,4,18.6,9.2,6,3.2,TRUE,TRUE
0.3,8,2,5,18.6,8.9,5,3.9,TRUE,TRUE
0.3,8,2,6,18.6,8.6,4,4.6,TRUE,TRUE
0.3,8,3,1,18.6,9.1,9,0.100000000000001,TRUE,TRUE
0.3,8,3,2,18.6,8.8,8,0.800000000000001,TRUE,TRUE
0.3,8,3,3,18.6,8.5,7,1.5,TRUE,TRUE
0.3,8,3,4,18.6,8.2,6,2.2,TRUE,TRUE
0.3,8,3,5,18.6,7.9,5,2.9,TRUE,TRUE
0.3,8,3,6,18.6,7.6,4,3.6,TRUE,TRUE
0.3,8,4,1,18.6,8.1,9,-0.9,TRUE,FALSE
0.3,8,4,2,18.6,7.8,8,-0.2,TRUE,FALSE
0.3,8,4,3,18.6,7.5,7,0.5,TRUE,TRUE
0.3,8,4,4,18.6,7.2,6,1.2,TRUE,TRUE
0.3,8,4,5,18.6,6.9,5,1.9,TRUE,TRUE
0.3,8,4,6,18.6,6.6,4,2.6,TRUE,TRUE
0.3,8,5,1,18.6,7.1,9,-1.9,TRUE,FALSE
0.3,8,5,2,18.6,6.8,8,-1.2,TRUE,FALSE
0.3,8,5,3,18.6,6.5,7,-0.5,TRUE,FALSE
0.3,8,5,4,18.6,6.2,6,0.2,TRUE,TRUE
0.3,8,5,5,18.6,5.9,5,0.9,TRUE,TRUE
0.3,8,5,6,18.6,5.6,4,1.6,TRUE,TRUE
0.3,8,6,1,18.6,6.1,9,-2.9,TRUE,FALSE
0.3,8,6,2,18.6,5.8,8,-2.2,TRUE,FALSE
0.3,8,6,3,18.6,5.5,7,-1.5,TRUE,FALSE
0.3,8,6,4,18.6,5.2,6,-0.8,TRUE,FALSE
0.3,8,6,5,18.6,4.9,5,-0.0999999999999996,TRUE,FALSE
0.3,8,6,6,18.6,4.6,4,0.6,TRUE,TRUE
0.4,0,0,1,29,9.6,9,0.6,TRUE,TRUE
0.4,0,0,2,29,9.2,8,1.2,TRUE,TRUE
0.4,0,0,3,29,8.8,7,1.8,TRUE,TRUE
0.4,0,0,4,29,8.4,6,2.4,TRUE,TRUE
0.4,0,0,5,29,8,5,3,TRUE,TRUE
0.4,0,0,6,29,7.6,4,3.6,TRUE,TRUE
0.4,0,1,1,29,8.6,9,-0.4,TRUE,FALSE
0.4,0,1,2,29,8.2,8,0.199999999999999,TRUE,TRUE
0.4,0,1,3,29,7.8,7,0.8,TRUE,TRUE
0.4,0,1,4,29,7.4,6,1.4,TRUE,TRUE
0.4,0,1,5,29,7,5,2,TRUE,TRUE
0.4,0,1,6,29,6.6,4,2.6,TRUE,TRUE
0.4,0,2,1,29,7.6,9,-1.4,TRUE,FALSE
0.4,0,2,2,29,7.2,8,-0.8,TRUE,FALSE
0.4,0,2,3,29,6.8,7,-0.2,TRUE,FALSE
0.4,0,2,4,29,6.4,6,0.4,TRUE,TRUE
0.4,0,2,5,29,6,5,1,TRUE,TRUE
0.4,0,2,6,29,5.6,4,1.6,TRUE,TRUE
0.4,0,3,1,29,6.6,9,-2.4,TRUE,FALSE
0.4,0,3,2,29,6.2,8,-1.8,TRUE,FALSE
0.4,0,3,3,29,5.8,7,-1.2,TRUE,FALSE
0.4,0,3,4,29,5.4,6,-0.6,TRUE,FALSE
0.4,0,3,5,29,5,5,0,TRUE,TRUE
0.4,0,3,6,29,4.6,4,0.600000000000001,TRUE,TRUE
0.4,0,4,1,29,5.6,9,-3.4,TRUE,FALSE
0.4,0,4,2,29,5.2,8,-2.8,TRUE,FALSE
0.4,0,4,3,29,4.8,7,-2.2,TRUE,FALSE
0.4,0,4,4,29,4.4,6,-1.6,TRUE,FALSE
0.4,0,4,5,29,4,5,-1,TRUE,FALSE
0.4,0,4,6,29,3.6,4,-0.4,TRUE,FALSE
0.4,0,5,1,29,4.6,9,-4.4,TRUE,FALSE
0.4,0,5,2,29,4.2,8,-3.8,TRUE,FALSE
0.4,0,5,3,29,3.8,7,-3.2,TRUE,FALSE
0.4,0,5,4,29,3.4,6,-2.6,TRUE,FALSE
0.4,0,5,5,29,3,5,-2,TRUE,FALSE
0.4,0,5,6,29,2.6,4,-1.4,TRUE,FALSE
0.4,0,6,1,29,3.6,9,-5.4,TRUE,FALSE
0.4,0,6,2,29,3.2,8,-4.8,TRUE,FALSE
0.4,0,6,3,29,2.8,7,-4.2,TRUE,FALSE
0.4,0,6,4,29,2.4,6,-3.6,TRUE,FALSE
0.4,0,6,5,29,2,5,-3,TRUE,FALSE
0.4,0,6,6,29,1.6,4,-2.4,TRUE,FALSE
0.4,1,0,1,28.6,10,9,1,TRUE,TRUE
0.4,1,0,2,28.6,9.6,8,1.6,TRUE,TRUE
0.4,1,0,3,28.6,9.2,7,2.2,TRUE,TRUE
0.4,1,0,4,28.6,8.8,6,2.8,TRUE,TRUE
0.4,1,0,5,28.6,8.4,5,3.4,TRUE,TRUE
0.4,1,0,6,28.6,8,4,4,TRUE,TRUE
0.4,1,1,1,28.6,9,9,0,TRUE,TRUE
0.4,1,1,2,28.6,8.6,8,0.6,TRUE,TRUE
0.4,1,1,3,28.6,8.2,7,1.2,TRUE,TRUE
0.4,1,1,4,28.6,7.8,6,1.8,TRUE,TRUE
0.4,1,1,5,28.6,7.4,5,2.4,TRUE,TRUE
0.4,1,1,6,28.6,7,4,3,TRUE,TRUE
0.4,1,2,1,28.6,8,9,-1,TRUE,FALSE
0.4,1,2,2,28.6,7.6,8,-0.4,TRUE,FALSE
0.4,1,2,3,28.6,7.2,7,0.2,TRUE,TRUE
0.4,1,2,4,28.6,6.8,6,0.8,TRUE,TRUE
0.4,1,2,5,28.6,6.4,5,1.4,TRUE,TRUE
0.4,1,2,6,28.6,6,4,2,TRUE,TRUE
0.4,1,3,1,28.6,7,9,-2,TRUE,FALSE
0.4,1,3,2,28.6,6.6,8,-1.4,TRUE,FALSE
0.4,1,3,3,28.6,6.2,7,-0.8,TRUE,FALSE
0.4,1,3,4,28.6,5.8,6,-0.199999999999999,TRUE,FALSE
0.4,1,3,5,28.6,5.4,5,0.4,TRUE,TRUE
0.4,1,3,6,28.6,5,4,1,TRUE,TRUE
0.4,1,4,1,28.6,6,9,-3,TRUE,FALSE
0.4,1,4,2,28.6,5.6,8,-2.4,TRUE,FALSE
0.4,1,4,3,28.6,5.2,7,-1.8,TRUE,FALSE
0.4,1,4,4,28.6,4.8,6,-1.2,TRUE,FALSE
0.4,1,4,5,28.6,4.4,5,-0.600000000000001,TRUE,FALSE
0.4,1,4,6,28.6,4,4,-4.44089209850063e-16,TRUE,FALSE
0.4,1,5,1,28.6,5,9,-4,TRUE,FALSE
0.4,1,5,2,28.6,4.6,8,-3.4,TRUE,FALSE
0.4,1,5,3,28.6,4.2,7,-2.8,TRUE,FALSE
0.4,1,5,4,28.6,3.8,6,-2.2,TRUE,FALSE
0.4,1,5,5,28.6,3.4,5,-1.6,TRUE,FALSE
0.4,1,5,6,28.6,3,4,-1,TRUE,FALSE
0.4,1,6,1,28.6,4,9,-5,TRUE,FALSE
0.4,1,6,2,28.6,3.6,8,-4.4,TRUE,FALSE
0.4,1,6,3,28.6,3.2,7,-3.8,TRUE,FALSE
0.4,1,6,4,28.6,2.8,6,-3.2,TRUE,FALSE
0.4,1,6,5,28.6,2.4,5,-2.6,TRUE,FALSE
0.4,1,6,6,28.6,2,4,-2,TRUE,FALSE
0.4,2,0,1,28.2,10.4,9,1.4,TRUE,TRUE
0.4,2,0,2,28.2,10,8,2,TRUE,TRUE
0.4,2,0,3,28.2,9.6,7,2.6,TRUE,TRUE
0.4,2,0,4,28.2,9.2,6,3.2,TRUE,TRUE
0.4,2,0,5,28.2,8.8,5,3.8,TRUE,TRUE
