"P","G","Ca","L","offshore_conflict_payoff","surf_conflict_payoff","surf_accept_payoff","fight_minus_accept","offshore_implements","surf_prefers_fight"
0.6,4,3,2,42.6,8.2,8,0.199999999999999,TRUE,TRUE
0.6,4,3,3,42.6,7.6,7,0.6,TRUE,TRUE
0.6,4,3,4,42.6,7,6,1,TRUE,TRUE
0.6,4,3,5,42.6,6.4,5,1.4,TRUE,TRUE
0.6,4,3,6,42.6,5.8,4,1.8,TRUE,TRUE
0.6,4,4,1,42.6,7.8,9,-1.2,TRUE,FALSE
0.6,4,4,2,42.6,7.2,8,-0.8,TRUE,FALSE
0.6,4,4,3,42.6,6.6,7,-0.399999999999999,TRUE,FALSE
0.6,4,4,4,42.6,6,6,0,TRUE,TRUE
0.6,4,4,5,42.6,5.4,5,0.4,TRUE,TRUE
0.6,4,4,6,42.6,4.8,4,0.800000000000001,TRUE,TRUE
0.6,4,5,1,42.6,6.8,9,-2.2,TRUE,FALSE
0.6,4,5,2,42.6,6.2,8,-1.8,TRUE,FALSE
0.6,4,5,3,42.6,5.6,7,-1.4,TRUE,FALSE
0.6,4,5,4,42.6,5,6,-1,TRUE,FALSE
0.6,4,5,5,42.6,4.4,5,-0.6,TRUE,FALSE
0.6,4,5,6,42.6,3.8,4,-0.2,TRUE,FALSE
0.6,4,6,1,42.6,5.8,9,-3.2,TRUE,FALSE
0.6,4,6,2,42.6,5.2,8,-2.8,TRUE,FALSE
0.6,4,6,3,42.6,4.6,7,-2.4,TRUE,FALSE
0.6,4,6,4,42.6,4,6,-2,TRUE,FALSE
0.6,4,6,5,42.6,3.4,5,-1.6,TRUE,FALSE
0.6,4,6,6,42.6,2.8,4,-1.2,TRUE,FALSE
0.6,5,0,1,42,12.4,9,3.4,TRUE,TRUE
0.6,5,0,2,42,11.8,8,3.8,TRUE,TRUE
0.6,5,0,3,42,11.2,7,4.2,TRUE,TRUE
0.6,5,0,4,42,10.6,6,4.6,TRUE,TRUE
0.6,5,0,5,42,10,5,5,TRUE,TRUE
0.6,5,0,6,42,9.4,4,5.4,TRUE,TRUE
0.6,5,1,1,42,11.4,9,2.4,TRUE,TRUE
0.6,5,1,2,42,10.8,8,2.8,TRUE,TRUE
0.6,5,1,3,42,10.2,7,3.2,TRUE,TRUE
0.6,5,1,4,42,9.6,6,3.6,TRUE,TRUE
0.6,5,1,5,42,9,5,4,TRUE,TRUE
0.6,5,1,6,42,8.4,4,4.4,TRUE,TRUE
0.6,5,2,1,42,10.4,9,1.4,TRUE,TRUE
0.6,5,2,2,42,9.8,8,1.8,TRUE,TRUE
0.6,5,2,3,42,9.2,7,2.2,TRUE,TRUE
0.6,5,2,4,42,8.6,6,2.6,TRUE,TRUE
0.6,5,2,5,42,8,5,3,TRUE,TRUE
0.6,5,2,6,42,7.4,4,3.4,TRUE,TRUE
0.6,5,3,1,42,9.4,9,0.4,TRUE,TRUE
0.6,5,3,2,42,8.8,8,0.800000000000001,TRUE,TRUE
0.6,5,3,3,42,8.2,7,1.2,TRUE,TRUE
0.6,5,3,4,42,7.6,6,1.6,TRUE,TRUE
0.6,5,3,5,42,7,5,2,TRUE,TRUE
0.6,5,3,6,42,6.4,4,2.4,TRUE,TRUE
0.6,5,4,1,42,8.4,9,-0.6,TRUE,FALSE
0.6,5,4,2,42,7.8,8,-0.2,TRUE,FALSE
0.6,5,4,3,42,7.2,7,0.2,TRUE,TRUE
0.6,5,4,4,42,6.6,6,0.600000000000001,TRUE,TRUE
0.6,5,4,5,42,6,5,1,TRUE,TRUE
0.6,5,4,6,42,5.4,4,1.4,TRUE,TRUE
0.6,5,5,1,42,7.4,9,-1.6,TRUE,FALSE
0.6,5,5,2,42,6.8,8,-1.2,TRUE,FALSE
0.6,5,5,3,42,6.2,7,-0.8,TRUE,FALSE
0.6,5,5,4,42,5.6,6,-0.4,TRUE,FALSE
0.6,5,5,5,42,5,5,0,TRUE,TRUE
0.6,5,5,6,42,4.4,4,0.4,TRUE,TRUE
0.6,5,6,1,42,6.4,9,-2.6,TRUE,FALSE
0.6,5,6,2,42,5.8,8,-2.2,TRUE,FALSE
0.6,5,6,3,42,5.2,7,-1.8,TRUE,FALSE
0.6,5,6,4,42,4.6,6,-1.4,TRUE,FALSE
0.6,5,6,5,42,4,5,-1,TRUE,FALSE
0.6,5,6,6,42,3.4,4,-0.6,TRUE,FALSE
0.6,6,0,1,41.4,13,9,4,TRUE,TRUE
0.6,6,0,2,41.4,12.4,8,4.4,TRUE,TRUE
0.6,6,0,3,41.4,11.8,7,4.8,TRUE,TRUE
0.6,6,0,4,41.4,11.2,6,5.2,TRUE,TRUE
0.6,6,0,5,41.4,10.6,5,5.6,TRUE,TRUE
0.6,6,0,6,41.4,10,4,6,TRUE,TRUE
0.6,6,1,1,41.4,12,9,3,TRUE,TRUE
0.6,6,1,2,41.4,11.4,8,3.4,TRUE,TRUE
0.6,6,1,3,41.4,10.8,7,3.8,TRUE,TRUE
0.6,6,1,4,41.4,10.2,6,4.2,TRUE,TRUE
0.6,6,1,5,41.4,9.6,5,4.6,TRUE,TRUE
0.6,6,1,6,41.4,9,4,5,TRUE,TRUE
0.6,6,2,1,41.4,11,9,2,TRUE,TRUE
0.6,6,2,2,41.4,10.4,8,2.4,TRUE,TRUE
0.6,6,2,3,41.4,9.8,7,2.8,TRUE,TRUE
0.6,6,2,4,41.4,9.2,6,3.2,TRUE,TRUE
0.6,6,2,5,41.4,8.6,5,3.6,TRUE,TRUE
0.6,6,2,6,41.4,8,4,4,TRUE,TRUE
0.6,6,3,1,41.4,10,9,1,TRUE,TRUE
0.6,6,3,2,41.4,9.4,8,1.4,TRUE,TRUE
0.6,6,3,3,41.4,8.8,7,1.8,TRUE,TRUE
0.6,6,3,4,41.4,8.2,6,2.2,TRUE,TRUE
0.6,6,3,5,41.4,7.6,5,2.6,TRUE,TRUE
0.6,6,3,6,41.4,7,4,3,TRUE,TRUE
0.6,6,4,1,41.4,9,9,0,TRUE,TRUE
0.6,6,4,2,41.4,8.4,8,0.4,TRUE,TRUE
0.6,6,4,3,41.4,7.8,7,0.8,TRUE,TRUE
0.6,6,4,4,41.4,7.2,6,1.2,TRUE,TRUE
0.6,6,4,5,41.4,6.6,5,1.6,TRUE,TRUE
0.6,6,4,6,41.4,6,4,2,TRUE,TRUE
0.6,6,5,1,41.4,8,9,-1,TRUE,FALSE
0.6,6,5,2,41.4,7.4,8,-0.600000000000001,TRUE,FALSE
0.6,6,5,3,41.4,6.8,7,-0.2,TRUE,FALSE
0.6,6,5,4,41.4,6.2,6,0.2,TRUE,TRUE
0.6,6,5,5,41.4,5.6,5,0.6,TRUE,TRUE
0.6,6,5,6,41.4,5,4,1,TRUE,TRUE
0.6,6,6,1,41.4,7,9,-2,TRUE,FALSE
0.6,6,6,2,41.4,6.4,8,-1.6,TRUE,FALSE
0.6,6,6,3,41.4,5.8,7,-1.2,TRUE,FALSE
0.6,6,6,4,41.4,5.2,6,-0.800000000000001,TRUE,FALSE
0.6,6,6,5,41.4,4.6,5,-0.4,TRUE,FALSE
0.6,6,6,6,41.4,4,4,0,TRUE,TRUE
0.6,7,0,1,40.8,13.6,9,4.6,TRUE,TRUE
0.6,7,0,2,40.8,13,8,5,TRUE,TRUE
0.6,7,0,3,40.8,12.4,7,5.4,TRUE,TRUE
0.6,7,0,4,40.8,11.8,6,5.8,TRUE,TRUE
0.6,7,0,5,40.8,11.2,5,6.2,TRUE,TRUE
0.6,7,0,6,40.8,10.6,4,6.6,TRUE,TRUE
0.6,7,1,1,40.8,12.6,9,3.6,TRUE,TRUE
0.6,7,1,2,40.8,12,8,4,TRUE,TRUE
0.6,7,1,3,40.8,11.4,7,4.4,TRUE,TRUE
0.6,7,1,4,40.8,10.8,6,4.8,TRUE,TRUE
0.6,7,1,5,40.8,10.2,5,5.2,TRUE,TRUE
0.6,7,1,6,40.8,9.6,4,5.6,TRUE,TRUE
0.6,7,2,1,40.8,11.6,9,2.6,TRUE,TRUE
0.6,7,2,2,40.8,11,8,3,TRUE,TRUE
0.6,7,2,3,40.8,10.4,7,3.4,TRUE,TRUE
0.6,7,2,4,40.8,9.8,6,3.8,TRUE,TRUE
0.6,7,2,5,40.8,9.2,5,4.2,TRUE,TRUE
0.6,7,2,6,40.8,8.6,4,4.6,TRUE,TRUE
0.6,7,3,1,40.8,10.6,9,1.6,TRUE,TRUE
0.6,7,3,2,40.8,10,8,2,TRUE,TRUE
0.6,7,3,3,40.8,9.4,7,2.4,TRUE,TRUE
0.6,7,3,4,40.8,8.8,6,2.8,TRUE,TRUE
0.6,7,3,5,40.8,8.2,5,3.2,TRUE,TRUE
0.6,7,3,6,40.8,7.6,4,3.6,TRUE,TRUE
0.6,7,4,1,40.8,9.6,9,0.6,TRUE,TRUE
0.6,7,4,2,40.8,9,8,1,TRUE,TRUE
0.6,7,4,3,40.8,8.4,7,1.4,TRUE,TRUE
0.6,7,4,4,40.8,7.8,6,1.8,TRUE,TRUE
0.6,7,4,5,40.8,7.2,5,2.2,TRUE,TRUE
0.6,7,4,6,40.8,6.6,4,2.6,TRUE,TRUE
0.6,7,5,1,40.8,8.6,9,-0.4,TRUE,FALSE
0.6,7,5,2,40.8,8,8,0,TRUE,TRUE
0.6,7,5,3,40.8,7.4,7,0.399999999999999,TRUE,TRUE
0.6,7,5,4,40.8,6.8,6,0.8,TRUE,TRUE
0.6,7,5,5,40.8,6.2,5,1.2,TRUE,TRUE
0.6,7,5,6,40.8,5.6,4,1.6,TRUE,TRUE
0.6,7,6,1,40.8,7.6,9,-1.4,TRUE,FALSE
0.6,7,6,2,40.8,7,8,-1,TRUE,FALSE
0.6,7,6,3,40.8,6.4,7,-0.6,TRUE,FALSE
0.6,7,6,4,40.8,5.8,6,-0.199999999999999,TRUE,FALSE
0.6,7,6,5,40.8,5.2,5,0.199999999999999,TRUE,TRUE
0.6,7,6,6,40.8,4.6,4,0.6,TRUE,TRUE
0.6,8,0,1,40.2,14.2,9,5.2,TRUE,TRUE
0.6,8,0,2,40.2,13.6,8,5.6,TRUE,TRUE
0.6,8,0,3,40.2,13,7,6,TRUE,TRUE
0.6,8,0,4,40.2,12.4,6,6.4,TRUE,TRUE
0.6,8,0,5,40.2,11.8,5,6.8,TRUE,TRUE
0.6,8,0,6,40.2,11.2,4,7.2,TRUE,TRUE
0.6,8,1,1,40.2,13.2,9,4.2,TRUE,TRUE
0.6,8,1,2,40.2,12.6,8,4.6,TRUE,TRUE
0.6,8,1,3,40.2,12,7,5,TRUE,TRUE
0.6,8,1,4,40.2,11.4,6,5.4,TRUE,TRUE
0.6,8,1,5,40.2,10.8,5,5.8,TRUE,TRUE
0.6,8,1,6,40.2,10.2,4,6.2,TRUE,TRUE
0.6,8,2,1,40.2,12.2,9,3.2,TRUE,TRUE
0.6,8,2,2,40.2,11.6,8,3.6,TRUE,TRUE
0.6,8,2,3,40.2,11,7,4,TRUE,TRUE
0.6,8,2,4,40.2,10.4,6,4.4,TRUE,TRUE
0.6,8,2,5,40.2,9.8,5,4.8,TRUE,TRUE
0.6,8,2,6,40.2,9.2,4,5.2,TRUE,TRUE
0.6,8,3,1,40.2,11.2,9,2.2,TRUE,TRUE
0.6,8,3,2,40.2,10.6,8,2.6,TRUE,TRUE
0.6,8,3,3,40.2,10,7,3,TRUE,TRUE
0.6,8,3,4,40.2,9.4,6,3.4,TRUE,TRUE
0.6,8,3,5,40.2,8.8,5,3.8,TRUE,TRUE
0.6,8,3,6,40.2,8.2,4,4.2,TRUE,TRUE
0.6,8,4,1,40.2,10.2,9,1.2,TRUE,TRUE
0.6,8,4,2,40.2,9.6,8,1.6,TRUE,TRUE
0.6,8,4,3,40.2,9,7,2,TRUE,TRUE
0.6,8,4,4,40.2,8.4,6,2.4,TRUE,TRUE
0.6,8,4,5,40.2,7.8,5,2.8,TRUE,TRUE
0.6,8,4,6,40.2,7.2,4,3.2,TRUE,TRUE
0.6,8,5,1,40.2,9.2,9,0.199999999999999,TRUE,TRUE
0.6,8,5,2,40.2,8.6,8,0.6,TRUE,TRUE
0.6,8,5,3,40.2,8,7,1,TRUE,TRUE
0.6,8,5,4,40.2,7.4,6,1.4,TRUE,TRUE
0.6,8,5,5,40.2,6.8,5,1.8,TRUE,TRUE
0.6,8,5,6,40.2,6.2,4,2.2,TRUE,TRUE
0.6,8,6,1,40.2,8.2,9,-0.800000000000001,TRUE,FALSE
0.6,8,6,2,40.2,7.6,8,-0.4,TRUE,FALSE
0.6,8,6,3,40.2,7,7,0,TRUE,TRUE
0.6,8,6,4,40.2,6.4,6,0.4,TRUE,TRUE
0.6,8,6,5,40.2,5.8,5,0.800000000000001,TRUE,TRUE
0.6,8,6,6,40.2,5.2,4,1.2,TRUE,TRUE
0.7,0,0,1,53,9.3,9,0.300000000000001,TRUE,TRUE
0.7,0,0,2,53,8.6,8,0.6,TRUE,TRUE
0.7,0,0,3,53,7.9,7,0.899999999999999,TRUE,TRUE
0.7,0,0,4,53,7.2,6,1.2,TRUE,TRUE
0.7,0,0,5,53,6.5,5,1.5,TRUE,TRUE
0.7,0,0,6,53,5.8,4,1.8,TRUE,TRUE
0.7,0,1,1,53,8.3,9,-0.699999999999999,TRUE,FALSE
0.7,0,1,2,53,7.6,8,-0.4,TRUE,FALSE
0.7,0,1,3,53,6.9,7,-0.100000000000001,TRUE,FALSE
0.7,0,1,4,53,6.2,6,0.199999999999999,TRUE,TRUE
0.7,0,1,5,53,5.5,5,0.5,TRUE,TRUE
0.7,0,1,6,53,4.8,4,0.799999999999999,TRUE,TRUE
0.7,0,2,1,53,7.3,9,-1.7,TRUE,FALSE
0.7,0,2,2,53,6.6,8,-1.4,TRUE,FALSE
0.7,0,2,3,53,5.9,7,-1.1,TRUE,FALSE
0.7,0,2,4,53,5.2,6,-0.800000000000001,TRUE,FALSE
0.7,0,2,5,53,4.5,5,-0.5,TRUE,FALSE
0.7,0,2,6,53,3.8,4,-0.2,TRUE,FALSE
0.7,0,3,1,53,6.3,9,-2.7,TRUE,FALSE
0.7,0,3,2,53,5.6,8,-2.4,TRUE,FALSE
0.7,0,3,3,53,4.9,7,-2.1,TRUE,FALSE
0.7,0,3,4,53,4.2,6,-1.8,TRUE,FALSE
0.7,0,3,5,53,3.5,5,-1.5,TRUE,FALSE
0.7,0,3,6,53,2.8,4,-1.2,TRUE,FALSE
0.7,0,4,1,53,5.3,9,-3.7,TRUE,FALSE
0.7,0,4,2,53,4.6,8,-3.4,TRUE,FALSE
0.7,0,4,3,53,3.9,7,-3.1,TRUE,FALSE
0.7,0,4,4,53,3.2,6,-2.8,TRUE,FALSE
0.7,0,4,5,53,2.5,5,-2.5,TRUE,FALSE
0.7,0,4,6,53,1.8,4,-2.2,TRUE,FALSE
0.7,0,5,1,53,4.3,9,-4.7,TRUE,FALSE
0.7,0,5,2,53,3.6,8,-4.4,TRUE,FALSE
0.7,0,5,3,53,2.9,7,-4.1,TRUE,FALSE
0.7,0,5,4,53,2.2,6,-3.8,TRUE,FALSE
0.7,0,5,5,53,1.5,5,-3.5,TRUE,FALSE
0.7,0,5,6,53,0.799999999999999,4,-3.2,TRUE,FALSE
0.7,0,6,1,53,3.3,9,-5.7,TRUE,FALSE
0.7,0,6,2,53,2.6,8,-5.4,TRUE,FALSE
0.7,0,6,3,53,1.9,7,-5.1,TRUE,FALSE
0.7,0,6,4,53,1.2,6,-4.8,TRUE,FALSE
0.7,0,6,5,53,0.5,5,-4.5,TRUE,FALSE
0.7,0,6,6,53,-0.2,4,-4.2,TRUE,FALSE
0.7,1,0,1,52.3,10,9,1,TRUE,TRUE
0.7,1,0,2,52.3,9.3,8,1.3,TRUE,TRUE
0.7,1,0,3,52.3,8.6,7,1.6,TRUE,TRUE
0.7,1,0,4,52.3,7.9,6,1.9,TRUE,TRUE
0.7,1,0,5,52.3,7.2,5,2.2,TRUE,TRUE
0.7,1,0,6,52.3,6.5,4,2.5,TRUE,TRUE
0.7,1,1,1,52.3,9,9,0,TRUE,TRUE
0.7,1,1,2,52.3,8.3,8,0.300000000000001,TRUE,TRUE
0.7,1,1,3,52.3,7.6,7,0.6,TRUE,TRUE
0.7,1,1,4,52.3,6.9,6,0.899999999999999,TRUE,TRUE
0.7,1,1,5,52.3,6.2,5,1.2,TRUE,TRUE
0.7,1,1,6,52.3,5.5,4,1.5,TRUE,TRUE
0.7,1,2,1,52.3,8,9,-1,TRUE,FALSE
0.7,1,2,2,52.3,7.3,8,-0.7,TRUE,FALSE
0.7,1,2,3,52.3,6.6,7,-0.4,TRUE,FALSE
0.7,1,2,4,52.3,5.9,6,-0.0999999999999996,TRUE,FALSE
0.7,1,2,5,52.3,5.2,5,0.199999999999999,TRUE,TRUE
0.7,1,2,6,52.3,4.5,4,0.5,TRUE,TRUE
0.7,1,3,1,52.3,7,9,-2,TRUE,FALSE
0.7,1,3,2,52.3,6.3,8,-1.7,TRUE,FALSE
0.7,1,3,3,52.3,5.6,7,-1.4,TRUE,FALSE
0.7,1,3,4,52.3,4.9,6,-1.1,TRUE,FALSE
0.7,1,3,5,52.3,4.2,5,-0.800000000000001,TRUE,FALSE
0.7,1,3,6,52.3,3.5,4,-0.5,TRUE,FALSE
0.7,1,4,1,52.3,6,9,-3,TRUE,FALSE
0.7,1,4,2,52.3,5.3,8,-2.7,TRUE,FALSE
0.7,1,4,3,52.3,4.6,7,-2.4,TRUE,FALSE
0.7,1,4,4,52.3,3.9,6,-2.1,TRUE,FALSE
0.7,1,4,5,52.3,3.2,5,-1.8,TRUE,FALSE
0.7,1,4,6,52.3,2.5,4,-1.5,TRUE,FALSE
0.7,1,5,1,52.3,5,9,-4,TRUE,FALSE
0.7,1,5,2,52.3,4.3,8,-3.7,TRUE,FALSE
0.7,1,5,3,52.3,3.6,7,-3.4,TRUE,FALSE
0.7,1,5,4,52.3,2.9,6,-3.1,TRUE,FALSE
0.7,1,5,5,52.3,2.2,5,-2.8,TRUE,FALSE
0.7,1,5,6,52.3,1.5,4,-2.5,TRUE,FALSE
0.7,1,6,1,52.3,4,9,-5,TRUE,FALSE
0.7,1,6,2,52.3,3.3,8,-4.7,TRUE,FALSE
0.7,1,6,3,52.3,2.6,7,-4.4,TRUE,FALSE
0.7,1,6,4,52.3,1.9,6,-4.1,TRUE,FALSE
0.7,1,6,5,52.3,1.2,5,-3.8,TRUE,FALSE
0.7,1,6,6,52.3,0.5,4,-3.5,TRUE,FALSE
0.7,2,0,1,51.6,10.7,9,1.7,TRUE,TRUE
0.7,2,0,2,51.6,10,8,2,TRUE,TRUE
0.7,2,0,3,51.6,9.3,7,2.3,TRUE,TRUE
0.7,2,0,4,51.6,8.6,6,2.6,TRUE,TRUE
0.7,2,0,5,51.6,7.9,5,2.9,TRUE,TRUE
0.7,2,0,6,51.6,7.2,4,3.2,TRUE,TRUE
0.7,2,1,1,51.6,9.7,9,0.699999999999999,TRUE,TRUE
0.7,2,1,2,51.6,9,8,1,TRUE,TRUE
0.7,2,1,3,51.6,8.3,7,1.3,TRUE,TRUE
0.7,2,1,4,51.6,7.6,6,1.6,TRUE,TRUE
0.7,2,1,5,51.6,6.9,5,1.9,TRUE,TRUE
0.7,2,1,6,51.6,6.2,4,2.2,TRUE,TRUE
0.7,2,2,1,51.6,8.7,9,-0.300000000000001,TRUE,FALSE
0.7,2,2,2,51.6,8,8,0,TRUE,TRUE
0.7,2,2,3,51.6,7.3,7,0.3,TRUE,TRUE
0.7,2,2,4,51.6,6.6,6,0.6,TRUE,TRUE
0.7,2,2,5,51.6,5.9,5,0.9,TRUE,TRUE
0.7,2,2,6,51.6,5.2,4,1.2,TRUE,TRUE
0.7,2,3,1,51.6,7.7,9,-1.3,TRUE,FALSE
0.7,2,3,2,51.6,7,8,-1,TRUE,FALSE
0.7,2,3,3,51.6,6.3,7,-0.7,TRUE,FALSE
0.7,2,3,4,51.6,5.6,6,-0.4,TRUE,FALSE
0.7,2,3,5,51.6,4.9,5,-0.0999999999999996,TRUE,FALSE
0.7,2,3,6,51.6,4.2,4,0.199999999999999,TRUE,TRUE
0.7,2,4,1,51.6,6.7,9,-2.3,TRUE,FALSE
0.7,2,4,2,51.6,6,8,-2,TRUE,FALSE
0.7,2,4,3,51.6,5.3,7,-1.7,TRUE,FALSE
0.7,2,4,4,51.6,4.6,6,-1.4,TRUE,FALSE
0.7,2,4,5,51.6,3.9,5,-1.1,TRUE,FALSE
0.7,2,4,6,51.6,3.2,4,-0.8,TRUE,FALSE
0.7,2,5,1,51.6,5.7,9,-3.3,TRUE,FALSE
0.7,2,5,2,51.6,5,8,-3,TRUE,FALSE
0.7,2,5,3,51.6,4.3,7,-2.7,TRUE,FALSE
0.7,2,5,4,51.6,3.6,6,-2.4,TRUE,FALSE
0.7,2,5,5,51.6,2.9,5,-2.1,TRUE,FALSE
0.7,2,5,6,51.6,2.2,4,-1.8,TRUE,FALSE
0.7,2,6,1,51.6,4.7,9,-4.3,TRUE,FALSE
0.7,2,6,2,51.6,4,8,-4,TRUE,FALSE
0.7,2,6,3,51.6,3.3,7,-3.7,TRUE,FALSE
0.7,2,6,4,51.6,2.6,6,-3.4,TRUE,FALSE
0.7,2,6,5,51.6,1.9,5,-3.1,TRUE,FALSE
0.7,2,6,6,51.6,1.2,4,-2.8,TRUE,FALSE
0.7,3,0,1,50.9,11.4,9,2.4,TRUE,TRUE
0.7,3,0,2,50.9,10.7,8,2.7,TRUE,TRUE
0.7,3,0,3,50.9,10,7,3,TRUE,TRUE
0.7,3,0,4,50.9,9.3,6,3.3,TRUE,TRUE
0.7,3,0,5,50.9,8.6,5,3.6,TRUE,TRUE
0.7,3,0,6,50.9,7.9,4,3.9,TRUE,TRUE
0.7,3,1,1,50.9,10.4,9,1.4,TRUE,TRUE
0.7,3,1,2,50.9,9.7,8,1.7,TRUE,TRUE
0.7,3,1,3,50.9,9,7,2,TRUE,TRUE
0.7,3,1,4,50.9,8.3,6,2.3,TRUE,TRUE
0.7,3,1,5,50.9,7.6,5,2.6,TRUE,TRUE
0.7,3,1,6,50.9,6.9,4,2.9,TRUE,TRUE
0.7,3,2,1,50.9,9.4,9,0.4,TRUE,TRUE
0.7,3,2,2,50.9,8.7,8,0.699999999999999,TRUE,TRUE
0.7,3,2,3,50.9,8,7,1,TRUE,TRUE
0.7,3,2,4,50.9,7.3,6,1.3,TRUE,TRUE
0.7,3,2,5,50.9,6.6,5,1.6,TRUE,TRUE
0.7,3,2,6,50.9,5.9,4,1.9,TRUE,TRUE
0.7,3,3,1,50.9,8.4,9,-0.6,TRUE,FALSE
0.7,3,3,2,50.9,7.7,8,-0.3,TRUE,FALSE
0.7,3,3,3,50.9,7,7,0,TRUE,TRUE
0.7,3,3,4,50.9,6.3,6,0.3,TRUE,TRUE
0.7,3,3,5,50.9,5.6,5,0.6,TRUE,TRUE
0.7,3,3,6,50.9,4.9,4,0.9,TRUE,TRUE
0.7,3,4,1,50.9,7.4,9,-1.6,TRUE,FALSE
0.7,3,4,2,50.9,6.7,8,-1.3,TRUE,FALSE
0.7,3,4,3,50.9,6,7,-1,TRUE,FALSE
0.7,3,4,4,50.9,5.3,6,-0.7,TRUE,FALSE
0.7,3,4,5,50.9,4.6,5,-0.4,TRUE,FALSE
0.7,3,4,6,50.9,3.9,4,-0.100000000000001,TRUE,FALSE
0.7,3,5,1,50.9,6.4,9,-2.6,TRUE,FALSE
0.7,3,5,2,50.9,5.7,8,-2.3,TRUE,FALSE
0.7,3,5,3,50.9,5,7,-2,TRUE,FALSE
0.7,3,5,4,50.9,4.3,6,-1.7,TRUE,FALSE
0.7,3,5,5,50.9,3.6,5,-1.4,TRUE,FALSE
0.7,3,5,6,50.9,2.9,4,-1.1,TRUE,FALSE
0.7,3,6,1,50.9,5.4,9,-3.6,TRUE,FALSE
0.7,3,6,2,50.9,4.7,8,-3.3,TRUE,FALSE
0.7,3,6,3,50.9,4,7,-3,TRUE,FALSE
0.7,3,6,4,50.9,3.3,6,-2.7,TRUE,FALSE
0.7,3,6,5,50.9,2.6,5,-2.4,TRUE,FALSE
0.7,3,6,6,50.9,1.9,4,-2.1,TRUE,FALSE
0.7,4,0,1,50.2,12.1,9,3.1,TRUE,TRUE
0.7,4,0,2,50.2,11.4,8,3.4,TRUE,TRUE
0.7,4,0,3,50.2,10.7,7,3.7,TRUE,TRUE
0.7,4,0,4,50.2,10,6,4,TRUE,TRUE
0.7,4,0,5,50.2,9.3,5,4.3,TRUE,TRUE
0.7,4,0,6,50.2,8.6,4,4.6,TRUE,TRUE
0.7,4,1,1,50.2,11.1,9,2.1,TRUE,TRUE
0.7,4,1,2,50.2,10.4,8,2.4,TRUE,TRUE
0.7,4,1,3,50.2,9.7,7,2.7,TRUE,TRUE
0.7,4,1,4,50.2,9,6,3,TRUE,TRUE
0.7,4,1,5,50.2,8.3,5,3.3,TRUE,TRUE
0.7,4,1,6,50.2,7.6,4,3.6,TRUE,TRUE
0.7,4,2,1,50.2,10.1,9,1.1,TRUE,TRUE
0.7,4,2,2,50.2,9.4,8,1.4,TRUE,TRUE
0.7,4,2,3,50.2,8.7,7,1.7,TRUE,TRUE
0.7,4,2,4,50.2,8,6,2,TRUE,TRUE
0.7,4,2,5,50.2,7.3,5,2.3,TRUE,TRUE
0.7,4,2,6,50.2,6.6,4,2.6,TRUE,TRUE
0.7,4,3,1,50.2,9.1,9,0.100000000000001,TRUE,TRUE
0.7,4,3,2,50.2,8.4,8,0.4,TRUE,TRUE
0.7,4,3,3,50.2,7.7,7,0.7,TRUE,TRUE
0.7,4,3,4,50.2,7,6,1,TRUE,TRUE
0.7,4,3,5,50.2,6.3,5,1.3,TRUE,TRUE
0.7,4,3,6,50.2,5.6,4,1.6,TRUE,TRUE
0.7,4,4,1,50.2,8.1,9,-0.9,TRUE,FALSE
0.7,4,4,2,50.2,7.4,8,-0.6,TRUE,FALSE
0.7,4,4,3,50.2,6.7,7,-0.3,TRUE,FALSE
0.7,4,4,4,50.2,6,6,0,TRUE,TRUE
0.7,4,4,5,50.2,5.3,5,0.3,TRUE,TRUE
0.7,4,4,6,50.2,4.6,4,0.6,TRUE,TRUE
0.7,4,5,1,50.2,7.1,9,-1.9,TRUE,FALSE
0.7,4,5,2,50.2,6.4,8,-1.6,TRUE,FALSE
0.7,4,5,3,50.2,5.7,7,-1.3,TRUE,FALSE
0.7,4,5,4,50.2,5,6,-1,TRUE,FALSE
0.7,4,5,5,50.2,4.3,5,-0.7,TRUE,FALSE
0.7,4,5,6,50.2,3.6,4,-0.4,TRUE,FALSE
0.7,4,6,1,50.2,6.1,9,-2.9,TRUE,FALSE
0.7,4,6,2,50.2,5.4,8,-2.6,TRUE,FALSE
0.7,4,6,3,50.2,4.7,7,-2.3,TRUE,FALSE
0.7,4,6,4,50.2,4,6,-2,TRUE,FALSE
0.7,4,6,5,50.2,3.3,5,-1.7,TRUE,FALSE
0.7,4,6,6,50.2,2.6,4,-1.4,TRUE,FALSE
0.7,5,0,1,49.5,12.8,9,3.8,TRUE,TRUE
0.7,5,0,2,49.5,12.1,8,4.1,TRUE,TRUE
0.7,5,0,3,49.5,11.4,7,4.4,TRUE,TRUE
0.7,5,0,4,49.5,10.7,6,4.7,TRUE,TRUE
0.7,5,0,5,49.5,10,5,5,TRUE,TRUE
0.7,5,0,6,49.5,9.3,4,5.3,TRUE,TRUE
0.7,5,1,1,49.5,11.8,9,2.8,TRUE,TRUE
0.7,5,1,2,49.5,11.1,8,3.1,TRUE,TRUE
0.7,5,1,3,49.5,10.4,7,3.4,TRUE,TRUE
0.7,5,1,4,49.5,9.7,6,3.7,TRUE,TRUE
0.7,5,1,5,49.5,9,5,4,TRUE,TRUE
0.7,5,1,6,49.5,8.3,4,4.3,TRUE,TRUE
0.7,5,2,1,49.5,10.8,9,1.8,TRUE,TRUE
