P,G,Ca,L,R,LR,Cs,I,alpha,offshore_conflict_payoff,surf_conflict_payoff,surf_accept_payoff,fight_minus_accept,offshore_implements,surf_prefers_fight
0.1,2.0,7.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,13.22,2.1999999999999993,11.020000000000001,True,True
0.1,2.0,8.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,13.76,17.6,-3.8400000000000016,True,False
0.1,2.0,8.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,13.32,13.2,0.120000000000001,True,True
0.1,2.0,8.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,12.219999999999999,2.1999999999999993,10.02,True,True
0.1,2.0,9.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,12.760000000000002,17.6,-4.84,True,False
0.1,2.0,9.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,12.32,13.2,-0.879999999999999,True,False
0.1,2.0,9.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,11.22,2.1999999999999993,9.020000000000001,True,True
0.1,2.0,10.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,11.760000000000002,17.6,-5.84,True,False
0.1,2.0,10.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,11.32,13.2,-1.879999999999999,True,False
0.1,2.0,10.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,10.22,2.1999999999999993,8.020000000000001,True,True
0.1,2.0,11.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,10.76,17.6,-6.840000000000002,True,False
0.1,2.0,11.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,10.32,13.2,-2.879999999999999,True,False
0.1,2.0,11.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,9.22,2.1999999999999993,7.020000000000001,True,True
0.1,2.0,12.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,9.76,17.6,-7.840000000000002,True,False
0.1,2.0,12.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,9.32,13.2,-3.879999999999999,True,False
0.1,2.0,12.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,8.22,2.1999999999999993,6.020000000000001,True,True
0.1,2.0,13.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,8.76,17.6,-8.840000000000002,True,False
0.1,2.0,13.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,8.32,13.2,-4.879999999999999,True,False
0.1,2.0,13.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,7.22,2.1999999999999993,5.0200000000000005,True,True
0.1,2.0,14.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,7.760000000000001,17.6,-9.84,True,False
0.1,2.0,14.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,7.32,13.2,-5.879999999999999,True,False
0.1,2.0,14.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,6.22,2.1999999999999993,4.0200000000000005,True,True
0.1,2.0,15.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,6.76,17.6,-10.840000000000002,True,False
0.1,2.0,15.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,6.319999999999999,13.2,-6.88,True,False
0.1,2.0,15.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,5.22,2.1999999999999993,3.0200000000000005,True,True
0.1,2.0,16.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,5.760000000000001,17.6,-11.84,True,False
0.1,2.0,16.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,5.32,13.2,-7.879999999999999,True,False
0.1,2.0,16.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,4.220000000000001,2.1999999999999993,2.0200000000000014,True,True
0.1,2.0,17.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,4.76,17.6,-12.840000000000002,True,False
0.1,2.0,17.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,4.32,13.2,-8.879999999999999,True,False
0.1,2.0,17.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,3.2199999999999998,2.1999999999999993,1.0200000000000005,True,True
0.1,2.0,18.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,3.7600000000000002,17.6,-13.840000000000002,True,False
0.1,2.0,18.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,3.32,13.2,-9.879999999999999,True,False
0.1,2.0,18.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,2.2199999999999998,2.1999999999999993,0.020000000000000462,True,True
0.1,2.0,19.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,2.7600000000000002,17.6,-14.840000000000002,True,False
0.1,2.0,19.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,2.3200000000000003,13.2,-10.879999999999999,True,False
0.1,2.0,19.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,1.22,2.1999999999999993,-0.9799999999999993,True,False
0.1,2.0,20.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,1.7600000000000002,17.6,-15.840000000000002,True,False
0.1,2.0,20.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,1.3199999999999998,13.2,-11.879999999999999,True,False
